Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Harian(ton),Timbulan Sampah Tahunan(ton),Sisa Makanan,Sisa Makanan (%),KayuRanting,KayuRanting (%),KertasKarton,KertasKarton (%),Plastik,Plastik(%),Logam,Logam(%),Kain,Kain(%),Karet Kulit,Karet Kulit (%),Kaca,Kaca(%),Lainnya,Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton),Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B), %Pengurangan Sampah(B/A) ,Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Luas Wilayah (km2)(A),Luas RTH (km2)(B),% RTH(B/A),Taman Kota (km2),Hutan Kota (km2),Jalur hijau di Jalan (km2),Sempadan Sungai (km2),Sempadan Pantai (km2),Tempat Pemakaman Umum (km2),Sempadan Rel Kereta Api (km2),Jalur Hijau Jaringan Listrik Tegangan Tinggi (km2),Pengaman Sumber_Air Baku Mata Air (km2),Kebun Bibit (km2),Lainlain (km2),%Pengurangan Sampah(B/A),%Penanganan Sampah(C/A).1,%Sampah Terkelola(B+C)/A.1
2023,Sulawesi Tenggara,Kab. Konawe Selatan,161.47,58937.65,349633.5,10.0,349633.5,10.0,69926.7,2.0,1748167.5,50.0,174816.75,5.0,69926.7,2.0,104890.05,3.0,34963.35,1.0,594376.95,17.0,801.8421429,94.33448276,560.3368966,105.6146154,201.3748148,110.4974,116.4054,58937.65,3454.287879,5.86092,11545.0,19.5885,14999.29,25.44942,2099.72807,3382.7619047619046,9.302186250659645,P 2,4514.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.860918918,19.58849734,25.44941625
2023,Sulawesi Tenggara,Kab. Wakatobi,82.34,30054.47,1503424.05,43.0,279706.8,8.0,314670.15,9.0,944010.45,27.0,139853.4,4.0,104890.05,3.0,34963.35,1.0,69926.7,2.0,104890.05,3.0,22.0,10.2,25.0,5.2,10.2,5.1,3.0,30054.47,4439.0,14.76985,12655.0,42.10688,17094.0,56.87673,2099.72807,7.0,0.02,P 2,472.62,0.16,0.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.76984954,42.10688127,56.87673082
2023,Sulawesi Tenggara,Kab. Kolaka Utara,56.46,20608.05,1503424.05,43.0,279706.8,8.0,314670.15,9.0,944010.45,27.0,139853.4,4.0,104890.05,3.0,34963.35,1.0,69926.7,2.0,104890.05,3.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,20608.05,1200.0,5.82297,5574.0,27.04768,6774.0,32.87065,570.0,1924.0,12.11,P 2,3391.62,0.51957,0.02,0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.822967239,27.04768282,32.87065006
2023,Sulawesi Tenggara,Kab. Konawe Utara,28.13,10265.84,1503424.05,43.0,279706.8,8.0,314670.15,9.0,944010.45,27.0,139853.4,4.0,104890.05,3.0,34963.35,1.0,69926.7,2.0,104890.05,3.0,801.8421429,94.33448276,560.3368966,105.6146154,201.3748148,110.4974,116.4054,10265.84,3454.287879,33.64837,723.0,7.04277,4177.29,40.69115,2099.72807,3382.7619047619046,53.40517653462263,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.64837051,7.042774873,40.69114538
2023,Sulawesi Tenggara,Kab. Kolaka Timur,56.58,20651.85,1048900.5,30.0,524450.25,15.0,314670.15,9.0,874083.75,25.0,34963.35,1.0,174816.75,5.0,349633.5,10.0,69926.7,2.0,104890.05,3.0,23.0,1.0,5.0,3.0,3.0,20.0,1.0,20651.85,910.0,4.40638,1132.0,5.48135,2042.0,9.88773,884.0,1186.0,4.28,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4063849,5.481349129,9.887734029
2023,Sulawesi Tenggara,Kab. Muna Barat,35.71,13035.61,1048900.5,30.0,524450.25,15.0,314670.15,9.0,874083.75,25.0,34963.35,1.0,174816.75,5.0,349633.5,10.0,69926.7,2.0,104890.05,3.0,801.8421429,94.33448276,560.3368966,105.6146154,201.3748148,110.4974,116.4054,13035.61,3454.287879,26.49886,1445.0,11.08502,4899.29,37.58388,2099.72807,3382.7619047619046,42.05779380298969,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49885873,11.08502019,37.58387892
2023,Sulawesi Tenggara,Kab. Buton Tengah,60.14,21952.01,1048900.5,30.0,524450.25,15.0,314670.15,9.0,874083.75,25.0,34963.35,1.0,174816.75,5.0,349633.5,10.0,69926.7,2.0,104890.05,3.0,801.8421429,94.33448276,560.3368966,105.6146154,201.3748148,110.4974,116.4054,21952.01,3454.287879,15.73563,6838.0,31.14977,10292.29,46.8854,2099.72807,3382.7619047619046,24.974888289327065,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73563368,31.14976715,46.88540083
2023,Sulawesi Tenggara,Kab. Buton Selatan,23.36,8527.64,2301637.331,65.83,117476.856,3.36,158034.342,4.52,436342.608,12.48,50347.224,1.44,132511.0965,3.79,68178.5325,1.95,66080.7315,1.89,165726.279,4.74,0.03,0.03,0.06,105.6146154,201.3748148,110.4974,116.4054,8527.64,3454.287879,40.50696,1385.0,16.2413,4839.29,56.74827,2099.72807,3382.7619047619046,64.29082342549528,P 2,546.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.50696182,16.24130475,56.74826656
2023,Sulawesi Tenggara,Kota Kendari,242.25,88420.76,1526150.228,43.65,609760.824,17.44,586685.013,16.78,603117.7875,17.25,53843.559,1.54,25173.612,0.72,37061.151,1.06,40557.486,1.16,13985.34,0.4,198.87,7.39,53.21,2.19,2.45,5.15,1.59,88420.76,3761.0,4.25353,73645.0,83.28926,77406.0,87.54279,3738.0,645.0,4.96,P 2,271.76,25.0287,9.21,1.25,6.0,13.41,1.69,1.03,0.17,0.0,0.0,0.0,0.0,1.49,4.253525982,83.28926374,87.54278972
2023,Sulawesi Tenggara,Kota Bau Bau,90.0,32850.0,289080.0,8.8,394200.0,12.0,131400.0,4.0,1149750.0,35.0,361350.0,11.0,49275.0,1.5,394200.0,12.0,197100.0,6.0,318645.0,9.7,1.88,1.38,0.87,2.65,1.33,9.295,80.95,32850.0,3633.0,11.05936,28835.0,87.77778,32468.0,98.83714,3559.0,5800.0,10.83,P 2,295.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05936073,87.77777778,98.83713851
2023,Gorontalo,Kab. Gorontalo,159.52,58224.95,1381052.325,39.5,111882.72,3.2,430049.205,12.3,164327.745,4.7,73423.035,2.1,41956.02,1.2,582.25,1.0,31467.015,0.9,1262176.935,36.1,90.72,1.65,16.5,3.3,8.25,1.65,42.89,58224.95,497.0,0.85359,7639.0,13.11981,8136.0,13.97339,657.0,89.0,1.2812376824711744,P 2,1751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8535859627,13.11980517,13.97339113
2023,Gorontalo,Kab. Bone Bolango,54.85,20018.79,1346088.975,38.5,461516.22,13.2,462215.487,13.22,626543.232,17.92,113281.254,3.24,449.3153333,2.244444444,255232.455,7.3,317.30115,1.585,231457.377,6.62,35.11,5.46,23.09,12.51,13.22,6.2,4.41,20018.79,2449.0,12.23351,4555.0,22.75362,7004.0,34.98713,344.0,153.0,2.48,P 2,1915.44,0.28744,0.02,0.2,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12.23350662,22.75362297,34.98712959
2023,Gorontalo,Kab. Pohuwato,59.97,21888.32,1192250.235,34.1,499975.905,14.3,356626.17,10.2,1255184.265,35.9,372.096,1.7,491.264,2.244444444,911.088,4.1625,41956.02,1.2,150342.405,4.3,7.4,1.1,2.3,1.2,0.5,0.9,1.5,21888.32,2409.0,11.00587,3744.0,17.10501,6153.0,28.11088,2178.0,598.0,12.68,P 2,4244.31,0.91005,0.02,0.33,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0058698,17.10501308,28.11088288
2023,Gorontalo,Kota Gorontalo,142.24,51918.88,524450.25,15.0,734230.35,21.0,419560.2,12.0,1223717.25,35.0,69926.7,2.0,104890.05,3.0,174816.75,5.0,244743.45,7.0,0.0,0.0,32.0,5.0,16.0,24.0,10.0,13.0,0.0,51918.88,12695.0,24.45161,36993.0,71.25154,49688.0,95.70314,11239.0,383.0,22.39,P 2,64.79,0.03768,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.45160604,71.25153701,95.70314306
2023,Sulawesi Barat,Kab. Mamuju,142.81,52124.92,524450.25,15.0,734230.35,21.0,419560.2,12.0,1223717.25,35.0,69926.7,2.0,104890.05,3.0,174816.75,5.0,244743.45,7.0,0.0,0.0,55.5925,2.7925,6.7625,8.89,10.1875,14.33,9.317142857,52124.92,2456.0,4.71176,7792.0,14.9487,10248.0,19.66046,2403.0,761.0,4.61,P 2,4954.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.711757831,14.948704,19.66046183
2023,Sulawesi Barat,Kab. Majene,70.96,25898.94,524450.25,15.0,734230.35,21.0,419560.2,12.0,1223717.25,35.0,69926.7,2.0,104890.05,3.0,174816.75,5.0,244743.45,7.0,0.0,0.0,55.5925,2.7925,6.7625,8.89,10.1875,14.33,9.317142857,25898.94,984.0,3.79938,7468.0,28.83516,8452.0,32.63454,739.0,736.0,2.86,P 2,947.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.799383295,28.83515696,32.63454026
2023,Sulawesi Barat,Kab. Mamuju Tengah,56.01,20444.09,524450.25,15.0,734230.35,21.0,419560.2,12.0,1223717.25,35.0,69926.7,2.0,104890.05,3.0,174816.75,5.0,244743.45,7.0,0.0,0.0,55.5925,2.7925,6.7625,8.89,10.1875,14.33,11.0,20444.09,2969.5,14.52498,5110.0,24.995,8079.5,39.51998,1771.466667,968.8,13.40371064204863,P 2,310086.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52498008,24.99499855,39.51997863
2023,Maluku,Kab. Maluku Tengah,151.21,55191.9,2356180.157,67.39,372010.044,10.64,143349.735,3.83,443684.9115,12.69,20978.01,0.6,52445.025,1.5,52445.025,1.5,17481.675,0.5,47200.5225,1.35,60.16,7.36,35.77,14.36,12.09,16.25,5.0,55191.9,36.0,0.06523,4562.5,8.26661,4598.5,8.33184,36.0,1628.923076923077,3.016607648809113,,275.91,0.07,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06522696265,8.266611586,8.331838549
2023,Maluku,Kab. Maluku Tenggara,49.99,18245.33,2356180.157,67.39,372010.044,10.64,143349.735,3.83,443684.9115,12.69,20978.01,0.6,52445.025,1.5,52445.025,1.5,17481.675,0.5,47200.5225,1.35,75.0,5.0,15.0,1.0,1.0,2.0,1.0,18245.33,1679.0,9.20235,2409.0,13.20338,4088.0,22.40573,91.0,637.0,3.990062114524648,P 2,4212.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.202354794,13.20337862,22.40573341
2023,Maluku,Kab. Kepulauan Tanimbar,52.55,19179.73,699267.0,5.0,2272617.75,5.0,1748167.5,12.5,3496335.0,25.0,174816.75,1.25,2097801.0,20.0,2971884.75,21.25,874083.75,10.0,0.0,0.0,35.0,85.0,55.0,23.0,80.0,45.0,72.0,19179.73,1966.833333,10.25475,14600.0,76.12203,16566.83,86.37678,237.8823529,1628.923076923077,9.733220591859618,P 2,111345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25474985,76.12203091,86.37678076
2023,Maluku,Kab. Buru,60.03,21909.36,1171621.859,33.51,540183.7575,15.45,538435.59,15.4,1039810.029,29.74,13985.34,0.4,17481.675,0.5,883.1413571,4.030952381,10489.005,0.3,164327.745,4.7,5.0,0.5,8.0,2.0,0.5,11.13871795,7.414117647,21909.36,2.0,0.00913,3854.0,17.59066,3856.0,17.59978,2.0,2105.0,0.01,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009128518587,17.59065532,17.59978384
2023,Maluku,Kab. Seram Bagian Barat,85.99,31386.93,1171621.859,33.51,540183.7575,15.45,538435.59,15.4,1039810.029,29.74,13985.34,0.4,17481.675,0.5,0.0,0.0,10489.005,0.3,164327.745,4.7,35.56411765,8.03877193,22.26166667,12.14684211,11.49140351,11.13871795,7.414117647,31386.93,15.0,0.04779,2716.0,8.65328,2731.0,8.70107,15.0,431.0,1.4209736345669997,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04779059309,8.653283389,8.701073982
2023,Maluku,Kab. Kepulauan Aru,43.53,15889.76,1171621.859,33.51,540183.7575,15.45,538435.59,15.4,1039810.029,29.74,13985.34,0.4,17481.675,0.5,0.0,0.0,10489.005,0.3,164327.745,4.7,35.56411765,8.03877193,22.26166667,12.14684211,11.49140351,11.13871795,7.414117647,15889.76,163.0,1.02582,3322.0,20.90655,3485.0,21.93236,163.0,358.0,1.03,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025817885,20.9065461,21.93236399
2023,Maluku,Kota Ambon,246.74,90061.2,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,95.7,10.0,84.0,27.0,20.0,6.0,4.0,90061.2,640.0,0.71063,67708.0,75.17999,68348.0,75.89062,580.0,3488.0,0.64,P 2,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7106278841,75.17998872,75.8906166
2023,Maluku,Kota Tual,59.88,21857.51,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,35.56411765,0.9,15.0,0.5,2.3,10.0,5.0,21857.51,278.0,1.27187,14235.0,65.12636,14513.0,66.39823,1.0,1628.923076923077,7.457039145461112,P 2,254.39,1.00496,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.271874061,65.12635703,66.39823109
2023,Maluku Utara,Kab. Halmahera Tengah,48.49,17698.3,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,68.15972222,6.768055556,15.04861111,9.820833333,7.045833333,4.008333333,2.485,17698.3,1062.727273,6.00469,7733.0,43.69346,8795.73,49.69815,1042.545455,99.0,6.450028844578293,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.004685607,43.69346208,49.69814769
2023,Maluku Utara,Kab. Halmahera Selatan,102.15,37286.06,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,68.15972222,6.768055556,15.04861111,9.820833333,7.045833333,4.008333333,2.485,37286.06,1062.727273,2.8502,20854.0,55.92975,21916.73,58.77995,1042.545455,4.0,0.01,P 2,40263.72,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.850199975,55.92974962,58.77994959
2023,Maluku Utara,Kab. Kepulauan Sula,50.2,18321.36,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,68.15972222,6.768055556,15.04861111,9.820833333,7.045833333,4.008333333,2.485,18321.36,1062.727273,5.80048,8672.0,47.33273,9734.73,53.13321,1042.545455,99.0,6.230680773698022,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800482457,47.33273076,53.13321322
2023,Maluku Utara,Kab. Halmahera Timur,53.84,19652.42,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,68.15972222,6.768055556,15.04861111,9.820833333,7.045833333,4.008333333,2.485,19652.42,4.0,0.02035,16927.0,86.13189,16931.0,86.15224,4.0,99.0,0.02,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02035372743,86.13188605,86.15223978
2023,Maluku Utara,Kab. Pulau Morotai,32.74,11951.56,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,68.15972222,6.768055556,15.04861111,9.820833333,7.045833333,4.008333333,2.485,11951.56,1062.727273,8.89195,3819.0,31.95399,4881.73,40.84594,1042.545455,99.0,9.551434749940594,P 2,4301.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.891954462,31.9539876,40.84594206
2023,Maluku Utara,Kab. Pulau Taliabu,32.6,11900.46,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,68.15972222,6.768055556,15.04861111,9.820833333,7.045833333,4.008333333,2.485,11900.46,1062.727273,8.93014,843.0,7.08376,1905.73,16.0139,1042.545455,99.0,9.592448149063143,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.930136085,7.083759787,16.01389587
2023,Maluku Utara,Kota Tidore Kepulauan,47.45,17317.5,1363570.65,39.0,314670.15,9.0,419560.2,12.0,559413.6,16.0,244743.45,7.0,139853.4,4.0,104890.05,3.0,174816.75,5.0,174816.75,5.0,35.7975,6.3225,18.2875,13.7675,9.2825,5.465,1.86,17317.5,1726.0,9.9668,11089.0,64.03349,12815.0,74.00029,1726.0,55.0,9.97,P 2,13862.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.966796593,64.03349213,74.00028873
2023,Papua,Kab. Jayapura,101.28,36967.38,1478695.2,40.0,8132.8236,0.22,739347.6,20.0,1219923.54,33.0,0.0,0.0,11090.214,0.3,739.3476,0.02,73934.76,2.0,164874.5148,4.46,78.0,0.87,3.0,0.09,4.0,0.07,3.0,36967.38,3224.333333,8.7221,12442.66667,33.6585,15667.0,42.38061,4717.5,1799.0,17.627703126377906,,17516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72210401,33.65850289,42.3806069
2023,Papua,Kab. Kepulauan Yapen,46.44,16951.62,678064.8,40.0,3729.3564,0.22,339032.4,20.0,559403.46,33.0,0.0,0.0,5085.486,0.3,339.0324,0.02,33903.24,2.0,75604.2252,4.46,63.13565217,13.76413043,16.76782609,16.18925,23.83891304,3.507608696,4.306851852,16951.62,186.0,1.09724,13009.0,76.74193,13195.0,77.83917,183.0,0.0,1.08,P 2,714616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097240264,76.74192791,77.83916817
2023,Papua,Kab. Biak Numfor,58.72,21434.55,454523.55,13.0,279706.8,8.0,262225.125,7.5,524450.25,15.0,874083.75,25.0,227261.775,6.5,332151.825,9.5,349633.5,10.0,192298.425,5.5,50.0,8.0,10.0,9.0,12.0,6.0,5.0,21434.55,3984.0,18.58681,16808.0,78.41546,20792.0,97.00227,3594.0,18.0,16.85,P 2,21847.63,680.9959,3.12,0.02,7.6,0.88,667.16,2.23,0.03,0.0,0.0,2.85,0.0,0.23,18.58681428,78.41545542,97.0022697
2023,Papua,Kab. Sarmi,16.84,6146.6,454523.55,13.0,279706.8,8.0,262225.125,7.5,524450.25,15.0,874083.75,25.0,227261.775,6.5,332151.825,9.5,349633.5,10.0,192298.425,5.5,6.0,2.0,3.3,16.18925,2.0,1.0,0.73,6146.6,308.0,5.0109,2168.0,35.27153,2476.0,40.28243,308.0,85.0,6.393778674389093,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010900335,35.27153223,40.28243256
2023,Papua,Kab. Keerom,26.56,9694.55,349633.5,10.0,244743.45,7.0,349633.5,10.0,1398534.0,40.0,174816.75,5.0,349633.5,10.0,454523.55,13.0,174816.75,5.0,484.75,5.0,20.0,10.0,25.0,20.0,15.0,5.0,5.0,9694.55,4.0,0.04126,2529.0,26.08682,2533.0,26.12808,2.0,502.73333333333335,0.02,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04126029573,26.08682198,26.12808227
2023,Papua,Kota Jayapura,241.87,88282.84,1957947.6,56.0,367115.175,10.5,171320.415,4.9,412217.8965,11.79,149992.7715,4.29,106288.584,3.04,73073.4015,2.09,50696.8575,1.45,207682.299,5.94,170.2,38.25,19.04,6.3,5.06,3.02,4.306851852,88282.84,4479.0,5.07347,69368.0,78.57473,73847.0,83.64819,3164.0,502.73333333333335,3.58,P 2,835.29,6.84519,0.82,0.04,6.09,0.05,0.47,0.16,0.03,0.0,0.0,0.0,0.0,0.0,5.073466146,78.57472641,83.64819256
2023,Papua Barat,Kab. Manokwari,180.41,65849.34,1538387.4,44.0,1316.98,2.0,384596.85,11.0,909047.1,26.0,2194.966667,3.333333333,1097.483333,1.666666667,1646.225,2.5,1097.483333,1.666666667,664303.65,19.0,140.4,2.0,19.8,4.4,4.12,3.0,2.765,65849.34,365.0,0.5543,45180.0,68.61117,45545.0,69.16546,365.0,1095.0,0.55,P 2,4650.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5542956087,68.61116603,69.16546164
2023,Papua Barat,Kab. Fak Fak,35.55,12976.48,1538387.4,44.0,0.0,0.0,384596.85,11.0,909047.1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664303.65,19.0,91.12857143,3.714285714,15.92428571,4.714285714,3.825714286,3.0,2.765,12976.48,68.0,0.52403,5782.0,44.55754,5850.0,45.08156,68.0,711.75,0.52,P 2,14320.0,0.0091,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240250052,44.55753795,45.08156295
2023,Papua Barat,Kab. Teluk Wondama,17.5,6386.92,524450.25,15.0,0.0,0.0,524450.25,15.0,909047.1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538387.4,44.0,91.12857143,3.714285714,15.92428571,4.714285714,3.825714286,3.0,2.765,6386.92,332.0,5.19812,2891.0,45.26438,3223.0,50.46251,332.0,73.0,5.19,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.198123665,45.26438408,50.46250775
2023,Papua Barat,Kab. Kaimana,25.71,9382.69,524450.25,15.0,524450.25,15.0,524450.25,15.0,874083.75,25.0,349633.5,10.0,174816.75,5.0,174816.75,5.0,174816.75,5.0,174816.75,5.0,20.0,7.0,10.0,8.0,5.0,5.0,5.0,9382.69,264.0,2.81369,4457.0,47.50237,4721.0,50.31606,254.0,711.75,2.7,P 2,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.813692022,47.50236872,50.31606075
2023,Papua Selatan,Kab. Boven Digoel,26.08,9518.18,174816.75,5.0,174816.75,5.0,874083.75,25.0,874083.75,25.0,174816.75,5.0,174816.75,5.0,349633.5,10.0,174816.75,5.0,524450.25,15.0,3.0,1.0,0.4,1.0,0.5,1.0,1.0,9518.18,122.0,1.28176,2154.0,22.63038,2276.0,23.91213,122.0,50.0,1.28,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.281757647,22.63037682,23.91213446
2023,Papua Selatan,Kab. Asmat,46.48,16965.2,699267.0,20.0,412567.53,11.8,524450.25,15.0,1398534.0,40.0,139853.4,4.0,83912.04,2.4,104890.05,3.0,62934.03,1.8,69926.7,2.0,29.45,2.0,4.0,3.0,4.12,2.63,0.8,16965.2,165.0,0.97258,3468.0,20.44185,3633.0,21.41442,153.0,50.0,0.9,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972579162,20.44184566,21.41442482
2023,Papua Tengah,Kab. Mimika,156.51,57125.42,699267.0,20.0,412567.53,11.8,524450.25,15.0,1398534.0,40.0,139853.4,4.0,83912.04,2.4,104890.05,3.0,62934.03,1.8,69926.7,2.0,81.2,0.13,4.73,2.0,0.94,1.0,0.5,57125.42,3.0,0.00525,33365.0,58.40657,33368.0,58.41182,9833.030387,793.0,18.601229342383828,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005251602527,58.40657277,58.41182437
2023,Papua Tengah,Kab. Dogiyai,47.13,17201.43,172014.3,10.0,1032085.8,60.0,51604.29,3.0,258021.45,15.0,86007.15,5.0,17201.43,1.0,3440.286,0.2,3440.286,0.2,96328.008,5.6,2.0,2.0,3.0,2.0,3.0,1.0,0.5,17201.43,3.0,0.01744,17099.0,99.40453,17102.0,99.42197,9833.030387,793.0,61.77411056522627,P 2,7053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01744041048,99.40452625,99.42196666
2023,Papua Pegunungan,Kab. Jayawijaya,113.0,41244.56,769193.7,22.0,349633.5,10.0,349633.5,10.0,874083.75,25.0,244743.45,7.0,349633.5,10.0,104890.05,3.0,349633.5,10.0,104890.05,3.0,8.0,5.0,6.0,5.0,1.0,0.5,0.5,41244.56,58.0,0.14062,10841.0,26.28468,10899.0,26.4253,58.0,7408.925753762078,0.14,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140624606,26.28467851,26.42530312
2023,Papua Barat Daya,Kab. Sorong,50.38,18388.55,769193.7,22.0,349633.5,10.0,349633.5,10.0,874083.75,25.0,244743.45,7.0,349633.5,10.0,104890.05,3.0,349633.5,10.0,104890.05,3.0,1.22,0.625,1.2,0.5,0.9,1.0,1.35,18388.55,2186.0,11.88783,5672.0,30.84528,7858.0,42.73311,1365.0,1533.0,7.42,P 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88783237,30.84528144,42.73311381
